rank,adm_nm,signgu_nm,adm_cd2,total_score,demand_score,target_fit_score,competition_score,accessibility_score,parking_score,industry_fit_score,cat_store_count,pop_total,target_pop,target_ratio,location_quotient,dong_daily_ridership,cat_avg_subway_dist,cat_avg_comp_300m,dong_total_parking_capacity,parking_capacity_per_store,signgu_cd,area_km2,pop_density,total_stores,store_density_km2,avg_dist_to_subway_m,ratio_stores_in_subway_zone,dong_station_count,dong_parking_lot_count,avg_parking_capacity_300m,category_entropy,cat_ratio_subway,cat_avg_parking_300m,store_share_in_dong,pop_per_store,target_pop_per_store,query_industry,query_target_age,industry_label,target_demographic_label,category_type
27,대구광역시 수성구 범어3동,수성구,2726053000,61.95,71.34,84.76,33.89,50.37,81.74,27.85,33,17016,6024,0.354,0.778,0.0,565.3,3.6,2389,2.07,27260,0.5836,29157.0,1155,1979.1,503.0,0.4978,0,39,1299.8,1.8564,0.2727,1278.2,0.0286,500.5,177.2,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
28,대구광역시 달성군 유가읍,달성군,2771025900,61.67,57.89,95.97,85.24,14.83,87.52,13.42,24,31236,11391,0.3647,0.585,0.0,12500.0,0.8,4302,3.85,27710,56.1887,555.9,1117,19.9,12162.5,0.0,0,60,1047.5,1.7554,0.0,640.1,0.0215,1249.4,455.6,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
29,대구광역시 수성구 범어2동,수성구,2726052000,60.58,69.03,71.08,32.88,58.93,82.92,35.91,35,15345,4958,0.3231,0.871,10699.6,615.8,2.9,2861,2.62,27260,1.0094,15202.1,1094,1083.8,482.8,0.5384,1,42,1064.7,1.8705,0.3143,833.5,0.032,426.2,137.7,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
30,대구광역시 북구 침산2동,북구,2723056000,59.84,60.87,81.68,91.44,26.58,69.33,6.04,9,17835,6065,0.3401,0.414,0.0,1219.4,0.4,2202,3.71,27230,0.8533,20901.2,593,694.9,1297.3,0.0,0,23,684.5,1.8863,0.0,373.1,0.0152,1783.5,606.5,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
31,대구광역시 중구 남산4동,중구,2711067000,59.82,57.58,59.46,74.66,76.78,42.49,36.91,13,15842,4854,0.3064,0.879,0.0,342.4,1.2,481,1.19,27110,0.449,35282.9,403,897.6,351.8,0.8164,0,16,308.4,1.9455,0.9231,306.5,0.0323,1131.6,346.7,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
32,대구광역시 동구 혁신동,동구,2714075500,59.77,46.51,81.34,43.79,29.6,95.17,90.27,60,16501,5658,0.3429,1.592,0.0,998.3,1.1,8600,8.38,27140,17.0739,966.4,1026,60.1,1007.5,0.0,0,102,1121.3,1.8826,0.0,923.4,0.0585,270.5,92.8,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
33,대구광역시 수성구 지산2동,수성구,2726065200,59.58,62.55,62.28,54.02,75.17,44.46,45.3,28,18149,5555,0.3061,0.969,4126.8,397.7,1.9,928,1.18,27260,1.6406,11062.4,787,479.7,398.0,0.8119,1,26,289.4,1.9254,0.7143,290.7,0.0356,625.8,191.6,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
34,대구광역시 북구 무태조야동,북구,2723069500,59.39,60.47,97.05,81.21,16.18,46.14,26.17,34,32499,12057,0.371,0.765,0.0,3690.4,0.8,1749,1.44,27230,22.8763,1420.6,1211,52.9,3904.0,0.0,0,48,240.2,1.8693,0.0,211.8,0.0281,928.5,344.5,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
35,대구광역시 달서구 용산2동,달서구,2729057200,59.15,59.93,86.78,47.15,30.61,30.2,91.28,31,24584,8360,0.3401,1.627,0.0,921.8,3.0,678,1.31,27290,1.5398,15965.7,518,336.4,752.7,0.1409,0,19,147.4,1.7934,0.0,138.2,0.0598,768.2,261.2,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
36,대구광역시 수성구 지산1동,수성구,2726065100,59.05,65.57,54.5,25.5,85.94,60.54,57.05,51,18617,5469,0.2938,1.067,5358.9,305.3,2.9,1776,1.37,27260,2.8948,6431.2,1301,449.4,326.2,0.9101,1,63,541.8,1.8658,0.9412,460.0,0.0392,358.0,105.2,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
37,대구광역시 동구 안심2동,동구,2714073000,59.04,44.03,62.68,74.66,54.36,47.52,91.95,24,17002,5241,0.3083,1.657,3810.8,683.3,0.6,1493,3.79,27140,13.3309,1275.4,394,29.6,844.7,0.3046,1,43,159.2,1.8547,0.4167,112.5,0.0609,680.1,209.6,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
38,"대구광역시 달서구 두류1,2동",달서구,2729053500,58.9,68.36,33.55,5.37,85.1,85.17,95.97,76,15672,4277,0.2729,2.166,15669.8,379.9,5.8,3657,3.83,27290,1.2776,12266.8,955,747.5,325.6,0.8597,2,36,680.4,1.903,0.8158,603.3,0.0796,203.5,55.5,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
39,대구광역시 북구 태전1동,북구,2723072500,58.75,64.33,58.39,66.61,57.24,57.04,34.9,26,21074,6216,0.295,0.868,3814.3,618.8,1.2,1588,1.95,27230,2.5135,8384.3,814,323.9,633.0,0.2862,1,23,327.5,1.7551,0.3846,341.8,0.0319,780.5,230.2,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
40,대구광역시 달서구 신당동,달서구,2729058500,58.73,75.64,46.31,35.06,61.41,87.18,35.91,79,27882,7646,0.2742,0.871,24240.6,657.0,1.8,7236,2.94,27290,9.211,3027.0,2465,267.6,821.4,0.4365,2,113,477.8,1.7073,0.3924,709.5,0.032,348.5,95.6,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
41,대구광역시 중구 대봉1동,중구,2711068000,58.66,57.38,49.8,1.34,96.24,71.85,96.64,94,7666,2391,0.3119,2.291,19088.4,216.5,18.0,1613,1.44,27110,0.5627,13623.6,1117,1985.1,194.3,1.0,2,23,833.7,1.8237,1.0,834.4,0.0842,80.7,25.2,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
42,대구광역시 달서구 죽전동,달서구,2729056300,58.45,69.8,42.55,19.96,85.16,66.58,65.77,41,14344,4117,0.287,1.173,13243.8,370.9,3.2,1402,1.47,27290,0.7849,18274.9,951,1211.6,343.2,0.8107,1,42,580.0,1.8808,0.8049,591.9,0.0431,341.5,98.0,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
43,대구광역시 수성구 수성2·3가동,수성구,2726058000,57.89,51.64,69.8,43.28,90.13,63.76,20.47,19,10185,3524,0.346,0.716,5644.8,260.1,2.4,1441,2.0,27260,0.6602,15427.1,722,1093.6,276.9,0.9848,1,24,550.7,1.8895,1.0,464.2,0.0263,509.2,176.2,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
44,대구광역시 동구 신천3동,동구,2714057000,57.88,58.62,66.98,17.95,45.74,84.19,89.26,44,14835,4705,0.3172,1.554,0.0,634.6,3.8,1998,2.59,27140,0.7179,20664.4,770,1072.6,542.0,0.4195,0,48,1228.0,1.9695,0.1818,1754.0,0.0571,329.7,104.6,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
45,대구광역시 달서구 본리동,달서구,2729059000,57.86,67.85,83.49,61.58,25.24,57.32,20.47,19,22993,7690,0.3344,0.716,0.0,1302.1,2.3,1195,1.65,27290,1.0774,21341.2,723,671.1,1208.5,0.0,0,48,381.0,1.8016,0.0,392.8,0.0263,1149.6,384.5,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
46,대구광역시 수성구 범물2동,수성구,2726066200,57.66,41.91,70.87,67.28,68.32,55.44,50.34,15,15526,4990,0.3214,0.985,0.0,444.9,1.7,590,1.43,27260,2.122,7316.7,414,195.1,382.0,0.8309,0,14,463.5,1.9377,0.8,464.8,0.0362,970.4,311.9,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
47,대구광역시 중구 대신동,중구,2711059500,57.45,58.89,40.94,76.68,93.56,59.94,0.67,7,7249,2202,0.3038,0.071,13433.4,260.6,0.9,1301,0.48,27110,0.4899,14796.9,2688,5486.8,169.9,0.9699,1,11,1548.5,0.6257,1.0,1105.3,0.0026,906.1,275.2,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
48,대구광역시 수성구 두산동,수성구,2726064000,57.27,62.89,72.21,34.56,55.91,80.4,23.49,43,14840,4908,0.3307,0.751,4499.5,606.2,2.2,3584,2.3,27260,1.8605,7976.4,1558,837.4,524.0,0.4589,1,72,732.3,1.7103,0.2558,697.0,0.0276,337.3,111.5,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
49,대구광역시 북구 복현2동,북구,2723067200,57.05,63.59,71.81,87.58,22.22,62.35,9.06,13,28733,8910,0.3101,0.544,0.0,1500.7,0.7,1348,2.08,27230,1.8078,15893.9,649,359.0,1620.2,0.0,0,39,355.2,1.8941,0.0,436.6,0.02,2052.4,636.4,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
50,대구광역시 동구 불로·봉무동,동구,2714062000,56.99,54.77,81.61,68.62,23.82,84.94,18.79,32,19381,6495,0.3351,0.694,0.0,2485.4,0.9,4178,3.33,27140,7.6608,2529.9,1256,164.0,2945.5,0.0008,0,57,1075.7,1.7038,0.0312,604.3,0.0255,587.3,196.8,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
51,대구광역시 수성구 만촌1동,수성구,2726055000,56.52,56.54,71.01,42.78,25.57,66.78,84.23,46,20174,6347,0.3146,1.472,0.0,1286.6,2.0,2268,2.67,27260,2.6991,7474.3,851,315.3,1236.9,0.0,0,39,434.8,1.9356,0.0,397.8,0.0541,429.2,135.0,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
52,대구광역시 달서구 송현2동,달서구,2729064000,56.3,74.03,43.62,15.77,77.45,40.03,73.83,48,17618,4985,0.2829,1.292,7829.2,398.5,4.6,831,0.82,27290,0.9693,18176.0,1011,1043.0,449.2,0.6281,1,33,378.6,1.7597,0.7292,304.1,0.0475,359.6,101.7,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
53,대구광역시 북구 읍내동,북구,2723077000,55.91,57.78,71.14,69.96,28.93,61.54,33.56,31,24576,7656,0.3115,0.852,0.0,1039.8,1.1,1572,1.59,27230,5.6904,4318.9,991,174.2,977.2,0.0,0,37,601.6,1.7105,0.0,448.9,0.0313,768.0,239.2,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
54,대구광역시 북구 침산3동,북구,2723057000,55.01,55.91,76.58,47.48,22.55,68.09,56.04,21,17704,5862,0.3311,1.056,0.0,1475.7,3.0,1418,2.62,27230,1.0462,16922.2,541,517.1,1374.8,0.0,0,27,644.1,1.8583,0.0,464.7,0.0388,804.7,266.5,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
55,대구광역시 달서구 도원동,달서구,2729062800,54.73,52.85,69.6,94.63,24.56,68.72,2.01,6,30857,9396,0.3045,0.248,0.0,1309.1,0.3,1977,3.0,27290,11.188,2758.0,659,58.9,1382.2,0.0,0,41,337.0,1.7287,0.0,410.3,0.0091,4408.1,1342.3,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
56,대구광역시 중구 남산2동,중구,2711065000,54.69,55.0,35.84,21.14,94.43,70.47,66.44,26,7394,2173,0.2939,1.192,82629.0,293.7,2.6,863,1.46,27110,0.3916,18881.5,593,1514.3,289.0,1.0,4,11,1474.2,1.9141,1.0,1252.8,0.0438,273.9,80.5,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
57,대구광역시 남구 대명2동,남구,2720057100,54.51,65.84,28.19,25.17,91.68,41.44,74.5,38,15229,4093,0.2688,1.295,7568.7,237.5,2.9,780,0.98,27200,0.8755,17394.6,799,912.6,253.3,0.9862,1,20,331.0,1.8046,1.0,315.2,0.0476,390.5,104.9,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
58,대구광역시 수성구 황금1동,수성구,2726060100,54.47,49.06,87.99,93.96,26.91,22.12,18.12,10,20820,7371,0.354,0.683,0.0,1129.5,0.2,480,1.2,27260,2.5751,8085.1,399,154.9,851.9,0.0702,0,13,72.8,1.9203,0.0,71.3,0.0251,1892.7,670.1,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
59,대구광역시 수성구 수성4가동,수성구,2726059000,54.04,52.15,59.87,72.32,69.06,41.08,11.07,14,12798,4051,0.3165,0.56,0.0,417.4,1.1,423,0.62,27260,0.6138,20850.4,678,1104.6,395.7,0.7478,0,14,458.2,1.9008,0.7857,442.9,0.0206,853.2,270.1,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
60,대구광역시 서구 내당1동,서구,2717051000,54.0,54.63,56.18,51.68,48.92,74.63,38.26,15,14683,4471,0.3045,0.884,0.0,619.5,2.9,1153,2.5,27170,0.5707,25728.1,461,807.8,613.4,0.3362,0,27,826.7,1.842,0.3333,790.5,0.0325,917.7,279.4,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
61,대구광역시 달서구 이곡2동,달서구,2729057700,53.99,45.34,62.01,17.45,57.85,95.1,71.81,40,14054,4400,0.3131,1.252,0.0,558.5,4.5,4290,4.94,27290,2.2612,6215.3,869,384.3,594.7,0.6479,0,81,1744.6,1.7889,0.675,1683.1,0.046,342.8,107.3,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
62,대구광역시 달서구 송현1동,달서구,2729063000,53.86,57.58,51.81,23.16,73.96,28.63,87.92,47,15927,4691,0.2945,1.529,6693.2,416.3,2.9,743,0.89,27290,2.4579,6479.9,837,340.5,366.2,0.7921,1,22,209.0,1.8609,0.6596,185.9,0.0562,331.8,97.7,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
63,대구광역시 동구 지저동,동구,2714064000,53.55,41.98,23.76,72.48,65.77,84.9,69.8,17,12323,3306,0.2683,1.216,9062.4,525.3,0.5,2021,5.32,27140,2.2358,5511.7,380,170.0,469.2,0.5684,1,12,412.7,1.6623,0.4706,682.9,0.0447,684.6,183.7,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
64,대구광역시 수성구 황금2동,수성구,2726060200,52.97,53.02,59.19,34.73,56.24,59.73,56.04,40,11770,3731,0.317,1.056,2213.9,590.4,1.7,1605,1.56,27260,1.1892,9897.4,1030,866.1,557.5,0.4214,1,58,395.5,1.9253,0.325,432.4,0.0388,287.1,91.0,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
65,대구광역시 수성구 중동,수성구,2726061000,52.78,53.09,74.49,16.44,35.91,47.05,93.96,52,14422,4827,0.3347,1.752,0.0,1012.6,3.3,1100,1.36,27260,0.948,15213.1,808,852.3,1056.8,0.0334,0,38,386.9,1.9604,0.0769,289.1,0.0644,272.1,91.1,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
66,대구광역시 달서구 성당동,달서구,2729051500,52.77,60.67,62.28,33.39,29.93,55.64,70.47,47,19920,6063,0.3044,1.219,0.0,974.4,2.7,2331,2.22,27290,1.9869,10025.7,1049,528.0,917.0,0.0143,0,41,251.2,1.8319,0.0,242.4,0.0448,415.0,126.3,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
67,대구광역시 중구 성내3동,중구,2711058500,52.64,55.77,36.64,30.2,80.47,42.65,77.18,22,13643,3868,0.2835,1.347,5778.9,388.8,4.3,259,0.58,27110,0.7455,18300.5,444,595.6,332.9,0.9302,1,12,257.9,1.9273,0.9091,501.6,0.0495,593.2,168.2,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
68,대구광역시 북구 고성동,북구,2723051000,52.28,55.74,46.04,72.48,54.97,64.23,8.05,9,14603,4236,0.2901,0.487,0.0,570.7,1.6,694,1.38,27230,0.52,28082.7,502,965.4,502.8,0.4641,0,9,698.5,1.5975,0.5556,793.1,0.0179,1460.3,423.6,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
69,대구광역시 동구 신암2동,동구,2714052000,52.16,47.31,52.35,82.22,63.02,46.07,11.07,7,11446,3539,0.3092,0.56,0.0,486.1,1.0,357,1.05,27140,0.3625,31575.2,340,937.9,610.1,0.3059,0,13,392.6,1.7582,0.7143,454.4,0.0206,1430.8,442.4,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
70,대구광역시 동구 효목2동,동구,2714060000,52.09,53.26,42.42,38.93,48.52,65.94,79.19,33,14147,4071,0.2878,1.388,0.0,636.3,2.1,897,1.39,27140,0.761,18590.0,647,850.2,915.3,0.085,0,26,459.9,1.8141,0.3636,791.8,0.051,416.1,119.7,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
71,대구광역시 달성군 구지면,달성군,2771038000,51.85,43.89,78.79,85.91,13.83,47.72,31.88,21,18847,6248,0.3315,0.824,0.0,17515.7,0.2,2321,3.35,27710,39.6367,475.5,693,17.5,17209.4,0.0,0,59,87.9,1.65,0.0,75.0,0.0303,856.7,284.0,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
72,대구광역시 동구 신천1·2동,동구,2714055500,51.26,55.64,28.72,51.68,93.96,18.76,51.01,14,10994,3059,0.2782,0.993,9575.6,214.1,2.2,301,0.78,27140,0.4677,23506.5,384,821.0,304.5,0.8438,1,10,149.9,1.8643,1.0,119.2,0.0365,732.9,203.9,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
73,대구광역시 서구 원대동,서구,2717069500,51.17,48.56,39.2,60.06,83.16,33.86,38.93,14,9963,2922,0.2933,0.898,7453.5,344.2,1.4,475,1.12,27170,0.6219,16020.3,424,681.8,291.4,0.9009,1,18,230.3,1.6358,0.7857,214.9,0.033,664.2,194.8,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
74,대구광역시 달서구 장기동,달서구,2729056800,50.94,48.05,71.35,39.09,40.6,42.62,60.4,34,15347,4959,0.3231,1.094,0.0,877.9,2.3,958,1.13,27290,2.76,5560.5,846,306.5,906.7,0.1548,0,34,327.3,1.8569,0.2353,275.8,0.0402,438.5,141.7,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
75,대구광역시 수성구 파동,수성구,2726063000,50.83,38.99,71.68,84.56,21.21,12.82,76.51,16,17133,5487,0.3203,1.336,0.0,1612.5,0.5,264,0.81,27260,5.4129,3165.2,326,60.2,1661.7,0.0,0,13,28.4,1.8928,0.0,12.6,0.0491,1007.8,322.8,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
76,대구광역시 동구 동촌동,동구,2714065500,50.66,43.19,35.71,58.72,68.22,66.17,48.99,20,13815,3895,0.2819,0.982,4475.3,450.9,1.4,1690,3.05,27140,4.4612,3096.7,554,124.2,510.3,0.4116,1,31,352.6,1.7752,0.5,368.2,0.0361,657.9,185.5,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
77,대구광역시 남구 이천동,남구,2720051500,50.46,45.7,59.73,36.92,62.41,47.32,51.68,18,14245,4426,0.3107,0.996,0.0,503.8,8.5,350,0.71,27200,1.0429,13659.0,492,471.8,549.3,0.628,0,12,288.2,1.8983,0.7222,546.8,0.0366,749.7,232.9,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
78,대구광역시 남구 대명1동,남구,2720056000,50.1,49.7,32.35,48.16,90.4,16.31,63.09,14,9242,2631,0.2847,1.121,7928.3,272.9,2.1,142,0.42,27200,0.4605,20069.5,340,738.3,313.8,0.8971,1,10,202.5,1.8727,1.0,151.0,0.0412,616.1,175.4,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
79,대구광역시 중구 남산1동,중구,2711064000,50.05,42.95,26.98,5.7,94.02,73.46,94.63,45,5062,1458,0.288,1.801,12121.7,232.6,4.0,1968,2.89,27110,0.4193,12072.5,680,1621.8,253.0,1.0,2,25,713.6,2.0125,1.0,468.1,0.0662,110.0,31.7,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
80,대구광역시 달서구 본동,달서구,2729065000,49.33,42.75,62.02,33.72,24.23,63.86,90.27,30,13148,4166,0.3169,1.592,0.0,1356.4,2.7,1481,2.89,27290,1.0557,12454.3,513,485.9,1394.5,0.0,0,31,371.6,1.8481,0.0,364.7,0.0585,424.1,134.4,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
81,대구광역시 달서구 상인2동,달서구,2729062500,49.28,65.0,39.87,39.94,52.72,53.59,25.5,33,16737,4668,0.2789,0.756,0.0,576.0,2.2,927,0.78,27290,0.9567,17494.5,1185,1238.6,510.6,0.5401,0,33,566.3,1.6938,0.4545,565.0,0.0278,492.3,137.3,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
82,대구광역시 달성군 옥포읍,달성군,2771026200,49.08,47.35,74.63,92.45,16.51,25.97,10.07,15,22138,7021,0.3171,0.558,0.0,3623.2,0.1,937,1.28,27710,47.4421,466.6,731,15.4,4106.1,0.0,0,39,152.0,1.7783,0.0,31.7,0.0205,1383.6,438.8,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
83,대구광역시 중구 남산3동,중구,2711066000,48.96,35.81,43.36,60.57,89.26,41.21,29.53,9,5779,1801,0.3116,0.784,5728.2,267.2,1.2,404,1.29,27110,0.4076,14178.1,313,767.9,254.0,0.9968,1,10,293.4,1.8445,1.0,289.2,0.0288,577.9,180.1,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
84,대구광역시 달서구 두류3동,달서구,2729055000,48.64,48.08,33.89,6.38,79.67,60.07,85.23,43,8931,2554,0.286,1.499,14138.0,376.8,5.3,954,1.22,27290,1.2035,7420.9,781,648.9,263.5,0.9104,1,23,712.8,1.7883,0.6279,575.7,0.0551,203.0,58.0,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
85,대구광역시 달성군 논공읍,달성군,2771025300,48.57,42.72,81.34,36.07,15.17,35.44,82.55,54,14804,5224,0.3529,1.439,0.0,8288.3,1.7,1664,1.63,27710,44.0501,336.1,1021,23.2,8220.1,0.0,0,42,76.6,1.7366,0.0,72.9,0.0529,269.2,95.0,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
86,대구광역시 서구 상중이동,서구,2717067500,48.32,51.27,57.32,15.6,23.22,58.56,97.99,106,16863,5073,0.3008,2.411,0.0,1445.2,2.8,3259,2.72,27170,6.7768,2488.3,1196,176.5,1380.9,0.0125,0,73,191.9,1.8364,0.0,213.6,0.0886,157.6,47.4,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
87,대구광역시 남구 대명5동,남구,2720060000,48.23,46.84,30.6,12.25,79.7,69.87,72.82,28,8896,2525,0.2838,1.254,11071.1,362.2,3.8,2694,4.44,27200,0.74,12021.6,607,820.3,256.8,0.8666,1,20,557.7,1.8206,0.6429,320.4,0.0461,306.8,87.1,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
88,대구광역시 수성구 범물1동,수성구,2726066100,48.16,34.66,14.76,69.97,92.01,67.52,37.58,12,9654,2337,0.2421,0.882,11108.8,264.6,0.6,781,2.11,27260,5.8003,1664.4,370,63.8,338.1,0.9676,2,13,815.3,1.6642,1.0,608.0,0.0324,742.6,179.8,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
89,대구광역시 남구 대명6동,남구,2720061000,47.97,33.83,46.44,38.93,71.28,51.27,68.79,25,10276,3112,0.3028,1.213,0.0,377.4,2.1,857,1.53,27200,1.5709,6541.5,560,356.5,385.9,0.675,0,13,329.3,1.9196,0.76,347.3,0.0446,395.2,119.7,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
90,대구광역시 달성군 현풍읍,달성군,2771026500,47.96,54.8,66.04,29.7,14.5,57.05,59.73,55,20887,6438,0.3082,1.091,0.0,12591.2,2.8,3238,2.36,27710,24.3321,858.4,1373,56.4,12264.0,0.0,0,76,500.4,1.6722,0.0,226.8,0.0401,373.0,115.0,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
91,대구광역시 남구 대명3동,남구,2720058600,47.49,56.34,25.9,16.78,72.89,44.4,75.17,45,12166,3283,0.2699,1.298,5897.8,439.2,2.9,1055,1.12,27200,0.9315,13060.7,944,1013.4,415.9,0.7119,1,20,338.9,1.8061,0.6667,294.7,0.0477,264.5,71.4,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
92,대구광역시 수성구 만촌2동,수성구,2726056000,47.22,38.96,73.56,53.18,42.05,18.39,46.98,22,13080,4424,0.3382,0.977,0.0,708.5,2.0,469,0.77,27260,1.9514,6702.9,612,313.6,658.5,0.3431,0,17,172.3,1.9354,0.1818,84.9,0.0359,568.7,192.3,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
93,대구광역시 서구 내당4동,서구,2717054000,46.91,54.77,35.84,32.88,46.34,53.22,61.07,33,14119,3975,0.2815,1.105,0.0,649.8,2.4,1151,1.42,27170,0.8127,17373.0,812,999.1,644.9,0.2352,0,30,493.5,1.7588,0.2727,379.0,0.0406,415.3,116.9,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
94,대구광역시 동구 공산동,동구,2714076000,46.61,45.17,58.52,90.6,15.5,38.92,15.44,17,19708,5877,0.2982,0.612,0.0,7687.6,0.0,1875,2.49,27140,83.2696,236.7,754,9.1,7174.6,0.0,0,67,61.0,1.6036,0.0,40.2,0.0225,1094.9,326.5,시설관리·임대,4050,시설관리·임대 (업종대분류),4050 중장년 구매력층 (40~59세),대분류
